	question	class
546	rozdil mezi zrusenim a neplatnosti ochranne znamky	63
547	co znamena, pokud je ochranna znamka prohlasena za neplatnou?	63
548	dusledky zruseni ochranne znamky	63
549	dusledky prohlaseni ochranne znamky za neplatnou	63
550	co je mozne patentovat?	64
551	co lze patentovat?	64
552	co si muzu patentovat?	64
553	co muzu patentovat?	64
554	co mohu patentovat?	64
555	co si mohu patentovat?	64
556	co je patent?	64
557	co je vynalez?	64
558	je mozne ziskat patent na vedecke teorie?	64
559	lze ziskat patent na vedecke teorie?	64
560	muzu ziskat patent na vedecke teorie?	64
561	mohu ziskat patent na vedecke teorie?	64
562	muze se ziskat patent na vedecke teorie?	64
563	je mozne  mit patent na vedecke teorie?	64
564	lze  mit patent na vedecke teorie?	64
565	muzu  mit patent na vedecke teorie?	64
566	mohu  mit patent na vedecke teorie?	64
567	muze se mit patent na vedecke teorie?	64
568	je mozne  dostat patent na vedecke teorie?	64
569	lze  dostat patent na vedecke teorie?	64
570	muzu  dostat patent na vedecke teorie?	64
571	mohu  dostat patent na vedecke teorie?	64
572	muze se dostat patent na vedecke teorie?	64
573	je mozne ziskat  patentovat vedecke teorie?	64
574	lze ziskat  patentovat vedecke teorie?	64
575	muzu ziskat  patentovat vedecke teorie?	64
576	mohu ziskat  patentovat vedecke teorie?	64
577	muze se ziskat  patentovat vedecke teorie?	64
578	je mozne  mit  patentovat vedecke teorie?	64
579	lze  mit  patentovat vedecke teorie?	64
580	muzu  mit  patentovat vedecke teorie?	64
581	mohu  mit  patentovat vedecke teorie?	64
582	muze se mit  patentovat vedecke teorie?	64
583	je mozne  dostat patentovat vedecke teorie?	64
584	lze  dostat patentovat vedecke teorie?	64
585	muzu  dostat patentovat vedecke teorie?	64
586	mohu  dostat patentovat vedecke teorie?	64
587	muze se dostat patentovat vedecke teorie?	64
588	na jake vynalezy jsou udelovany patenty ?	64
589	na jake vynalezy je mozne udelit patent ?	64
590	na jake vynalezy muze byt udelen patent?	64
591	jake jsou zasady pro udelovani patentu?	64
592	je mozne ziskat patent na esteticky vytvor?	64
593	lze ziskat patent na esteticky vytvor?	64
594	muzu ziskat patent na esteticky vytvor?	64
595	mohu ziskat patent na esteticky vytvor?	64
596	muze se ziskat patent na esteticky vytvor?	64
597	je mozne  mit patent na esteticky vytvor?	64
598	lze  mit patent na esteticky vytvor?	64
599	muzu  mit patent na esteticky vytvor?	64
600	mohu  mit patent na esteticky vytvor?	64
601	muze se mit patent na esteticky vytvor?	64
602	je mozne  dostat patent na esteticky vytvor?	64
603	lze  dostat patent na esteticky vytvor?	64
604	muzu  dostat patent na esteticky vytvor?	64
605	mohu  dostat patent na esteticky vytvor?	64
606	muze se dostat patent na esteticky vytvor?	64
607	je mozne ziskat  patentovat esteticky vytvor?	64
608	lze ziskat  patentovat esteticky vytvor?	64
609	muzu ziskat  patentovat esteticky vytvor?	64
610	mohu ziskat  patentovat esteticky vytvor?	64
611	muze se ziskat  patentovat esteticky vytvor?	64
612	je mozne  mit  patentovat esteticky vytvor?	64
613	lze  mit  patentovat esteticky vytvor?	64
614	muzu  mit  patentovat esteticky vytvor?	64
615	mohu  mit  patentovat esteticky vytvor?	64
616	muze se mit  patentovat esteticky vytvor?	64
617	je mozne  dostat patentovat esteticky vytvor?	64
618	lze  dostat patentovat esteticky vytvor?	64
619	muzu  dostat patentovat esteticky vytvor?	64
620	mohu  dostat patentovat esteticky vytvor?	64
621	muze se dostat patentovat esteticky vytvor?	64
622	je mozne ziskat patent na novou odrudu rostliny?	64
623	lze ziskat patent na novou odrudu rostliny?	64
624	muzu ziskat patent na novou odrudu rostliny?	64
625	mohu ziskat patent na novou odrudu rostliny?	64
626	muze se ziskat patent na novou odrudu rostliny?	64
627	je mozne  mit patent na novou odrudu rostliny?	64
628	lze  mit patent na novou odrudu rostliny?	64
629	muzu  mit patent na novou odrudu rostliny?	64
630	mohu  mit patent na novou odrudu rostliny?	64
631	muze se mit patent na novou odrudu rostliny?	64
632	je mozne  dostat patent na novou odrudu rostliny?	64
633	lze  dostat patent na novou odrudu rostliny?	64
634	muzu  dostat patent na novou odrudu rostliny?	64
635	mohu  dostat patent na novou odrudu rostliny?	64
636	muze se dostat patent na novou odrudu rostliny?	64
637	je mozne ziskat  patentovat novou odrudu rostliny?	64
638	lze ziskat  patentovat novou odrudu rostliny?	64
639	muzu ziskat  patentovat novou odrudu rostliny?	64
640	mohu ziskat  patentovat novou odrudu rostliny?	64
641	muze se ziskat  patentovat novou odrudu rostliny?	64
642	je mozne  mit  patentovat novou odrudu rostliny?	64
643	lze  mit  patentovat novou odrudu rostliny?	64
644	muzu  mit  patentovat novou odrudu rostliny?	64
645	mohu  mit  patentovat novou odrudu rostliny?	64
646	muze se mit  patentovat novou odrudu rostliny?	64
647	je mozne  dostat patentovat novou odrudu rostliny?	64
648	lze  dostat patentovat novou odrudu rostliny?	64
649	muzu  dostat patentovat novou odrudu rostliny?	64
650	mohu  dostat patentovat novou odrudu rostliny?	64
651	muze se dostat patentovat novou odrudu rostliny?	64
652	je mozne ziskat patentovat i na biotechnologicke postupy a produkty?	64
653	lze ziskat patentovat i na biotechnologicke postupy a produkty?	64
654	muzu ziskat patentovat i na biotechnologicke postupy a produkty?	64
655	mohu ziskat patentovat i na biotechnologicke postupy a produkty?	64
656	muze se ziskat patentovat i na biotechnologicke postupy a produkty?	64
657	je mozne  mit patentovat i na biotechnologicke postupy a produkty?	64
658	lze  mit patentovat i na biotechnologicke postupy a produkty?	64
659	muzu  mit patentovat i na biotechnologicke postupy a produkty?	64
660	mohu  mit patentovat i na biotechnologicke postupy a produkty?	64
661	muze se mit patentovat i na biotechnologicke postupy a produkty?	64
662	je mozne  dostat patentovat i na biotechnologicke postupy a produkty?	64
663	lze  dostat patentovat i na biotechnologicke postupy a produkty?	64
664	muzu  dostat patentovat i na biotechnologicke postupy a produkty?	64
665	mohu  dostat patentovat i na biotechnologicke postupy a produkty?	64
666	muze se dostat patentovat i na biotechnologicke postupy a produkty?	64
667	je mozne ziskat  patenty i na biotechnologicke postupy a produkty?	64
668	lze ziskat  patenty i na biotechnologicke postupy a produkty?	64
669	muzu ziskat  patenty i na biotechnologicke postupy a produkty?	64
670	mohu ziskat  patenty i na biotechnologicke postupy a produkty?	64
671	muze se ziskat  patenty i na biotechnologicke postupy a produkty?	64
672	je mozne  mit  patenty i na biotechnologicke postupy a produkty?	64
673	lze  mit  patenty i na biotechnologicke postupy a produkty?	64
674	muzu  mit  patenty i na biotechnologicke postupy a produkty?	64
675	mohu  mit  patenty i na biotechnologicke postupy a produkty?	64
676	muze se mit  patenty i na biotechnologicke postupy a produkty?	64
677	je mozne  dostat patenty i na biotechnologicke postupy a produkty?	64
678	lze  dostat patenty i na biotechnologicke postupy a produkty?	64
679	muzu  dostat patenty i na biotechnologicke postupy a produkty?	64
680	mohu  dostat patenty i na biotechnologicke postupy a produkty?	64
681	muze se dostat patenty i na biotechnologicke postupy a produkty?	64
682	je mozne ziskat  patent i na biotechnologicke postupy a produkty?	64
683	lze ziskat  patent i na biotechnologicke postupy a produkty?	64
684	muzu ziskat  patent i na biotechnologicke postupy a produkty?	64
685	mohu ziskat  patent i na biotechnologicke postupy a produkty?	64
686	muze se ziskat  patent i na biotechnologicke postupy a produkty?	64
687	je mozne  mit  patent i na biotechnologicke postupy a produkty?	64
688	lze  mit  patent i na biotechnologicke postupy a produkty?	64
689	muzu  mit  patent i na biotechnologicke postupy a produkty?	64
690	mohu  mit  patent i na biotechnologicke postupy a produkty?	64
691	muze se mit  patent i na biotechnologicke postupy a produkty?	64
692	je mozne  dostat patent i na biotechnologicke postupy a produkty?	64
693	lze  dostat patent i na biotechnologicke postupy a produkty?	64
694	muzu  dostat patent i na biotechnologicke postupy a produkty?	64
695	mohu  dostat patent i na biotechnologicke postupy a produkty?	64
696	muze se dostat patent i na biotechnologicke postupy a produkty?	64
697	lze ziskat patent na program pro pocitace?	64
698	lze ziskat patent na software?	64
699	co nelze patentovat?	64
700	co nejde patentovat?	64
701	co neni mozne patentovat?	64
702	co nemuzu patentovat?	64
703	je mozne ziskat patent na lecebny postup pro zvirata?	64
704	lze ziskat patent na lecebny postup pro zvirata?	64
705	muzu ziskat patent na lecebny postup pro zvirata?	64
706	mohu ziskat patent na lecebny postup pro zvirata?	64
707	muze se ziskat patent na lecebny postup pro zvirata?	64
708	je mozne  mit patent na lecebny postup pro zvirata?	64
709	lze  mit patent na lecebny postup pro zvirata?	64
710	muzu  mit patent na lecebny postup pro zvirata?	64
711	mohu  mit patent na lecebny postup pro zvirata?	64
712	muze se mit patent na lecebny postup pro zvirata?	64
713	je mozne  dostat patent na lecebny postup pro zvirata?	64
714	lze  dostat patent na lecebny postup pro zvirata?	64
715	muzu  dostat patent na lecebny postup pro zvirata?	64
716	mohu  dostat patent na lecebny postup pro zvirata?	64
717	muze se dostat patent na lecebny postup pro zvirata?	64
718	je mozne ziskat  patentovat lecebny postup pro zvirata?	64
719	lze ziskat  patentovat lecebny postup pro zvirata?	64
720	muzu ziskat  patentovat lecebny postup pro zvirata?	64
721	mohu ziskat  patentovat lecebny postup pro zvirata?	64
722	muze se ziskat  patentovat lecebny postup pro zvirata?	64
723	je mozne  mit  patentovat lecebny postup pro zvirata?	64
724	lze  mit  patentovat lecebny postup pro zvirata?	64
725	muzu  mit  patentovat lecebny postup pro zvirata?	64
726	mohu  mit  patentovat lecebny postup pro zvirata?	64
727	muze se mit  patentovat lecebny postup pro zvirata?	64
728	je mozne  dostat patentovat lecebny postup pro zvirata?	64
729	lze  dostat patentovat lecebny postup pro zvirata?	64
730	muzu  dostat patentovat lecebny postup pro zvirata?	64
731	mohu  dostat patentovat lecebny postup pro zvirata?	64
732	muze se dostat patentovat lecebny postup pro zvirata?	64
733	overeni novosti vynalezu	65
734	novost vynalezu	65
735	jedna z podminek patentovatelnosti	65
736	podminka patentovatelnosti	65
737	jak  lze provest resersi patentu?	65
738	kde lze provest resersi patentu?	65
739	jak  muzu provest resersi patentu?	65
740	kde muzu provest resersi patentu?	65
741	jak  mohu provest resersi patentu?	65
742	kde mohu provest resersi patentu?	65
743	jak  se muze provest resersi patentu?	65
744	kde se muze provest resersi patentu?	65
745	jak  lze  udelat resersi patentu?	65
746	kde lze  udelat resersi patentu?	65
747	jak  muzu  udelat resersi patentu?	65
748	kde muzu  udelat resersi patentu?	65
749	jak  mohu  udelat resersi patentu?	65
750	kde mohu  udelat resersi patentu?	65
751	jak  se muze udelat resersi patentu?	65
752	kde se muze udelat resersi patentu?	65
753	jak  lze  provedu resersi patentu?	65
754	kde lze  provedu resersi patentu?	65
755	jak  muzu  provedu resersi patentu?	65
756	kde muzu  provedu resersi patentu?	65
757	jak  mohu  provedu resersi patentu?	65
758	kde mohu  provedu resersi patentu?	65
759	jak  se muze provedu resersi patentu?	65
760	kde se muze provedu resersi patentu?	65
761	jak  lze  udelam resersi patentu?	65
762	kde lze  udelam resersi patentu?	65
763	jak  muzu  udelam resersi patentu?	65
764	kde muzu  udelam resersi patentu?	65
765	jak  mohu  udelam resersi patentu?	65
766	kde mohu  udelam resersi patentu?	65
767	jak  se muze udelam resersi patentu?	65
768	kde se muze udelam resersi patentu?	65
769	odkaz pro overeni novosti vynalezu	65
770	zdroje pro overeni novosti vynalezu	65
771	mezinarodni databaze pro overeni novosti vynalezu	65
772	zahranicni databaze pro overeni novosti vynalezu	65
773	patentova reserse	65
774	reserse patentu	65
775	jak podat objednavku patentove reserse u uradu?	65
776	kde podat objednavku patentove reserse u uradu?	65
777	jak  objednat patentovou resersi u uradu?	65
778	kde objednat patentovou resersi u uradu?	65
779	objednavka patentove reserse	65
780	resersni sluzby uradu pro vynalezy	65
781	jaka je vyse spravniho poplatku za podani prihlasky vynalezu ?	66
782	jaka je vyse spravniho poplatku za podani prihlasky patentu?	66
783	kolik stoji registrace patentu	66
784	kolik stoji prihlaseni patentu	66
785	kolik stoji vynalezu	66
786	poplatek za podani prihlasky vynalezu	66
787	kolik stoji  patentu	66
788	poplatek za podani prihlasky patentu	66
789	sleva pri elektronickem podani prihlasky vynalezu	66
790	sleva pri elektronickem podani prihlasky patentu	66
791	jak je mozne uhradit spravni poplatek za podani prihlasky vynalezu ?	66
792	jak lze uhradit spravni poplatek za podani prihlasky vynalezu ?	66
793	jak muzu uhradit spravni poplatek za podani prihlasky vynalezu ?	66
794	jak mohu uhradit spravni poplatek za podani prihlasky vynalezu ?	66
795	jak je mozne  zaplatit spravni poplatek za podani prihlasky vynalezu ?	66
796	jak lze  zaplatit spravni poplatek za podani prihlasky vynalezu ?	66
797	jak muzu  zaplatit spravni poplatek za podani prihlasky vynalezu ?	66
798	jak mohu zaplatit spravni poplatek za podani prihlasky vynalezu ?	66
799	jak je mozne uhradit spravni poplatek za podani prihlasky patentu?	66
800	jak lze uhradit spravni poplatek za podani prihlasky patentu?	66
801	jak muzu uhradit spravni poplatek za podani prihlasky patentu?	66
802	jak mohu uhradit spravni poplatek za podani prihlasky patentu?	66
803	jak je mozne  zaplatit spravni poplatek za podani prihlasky patentu?	66
804	jak lze  zaplatit spravni poplatek za podani prihlasky patentu?	66
805	jak muzu  zaplatit spravni poplatek za podani prihlasky patentu?	66
806	jak mohu zaplatit spravni poplatek za podani prihlasky patentu?	66
807	informace o platbe poplatku za udeleny patent	66
808	informace o platbe poplatku za udeleny vynalez	66
809	poplatky udrzovani patentu v platnosti	67
810	poplatek udrzovani patentu v platnosti	67
811	udrzovaci poplatek udrzovani patentu v platnosti	67
812	poplatek za udrzovani udrzovani patentu v platnosti	67
813	kolik stoji udrzovani patentu v platnosti	67
814	cena udrzovani patentu v platnosti	67
815	udrzovani patentu v platnosti	67
816	moznosti platby udrzovaciho poplatku	67
817	variabilni symbol pri platbe udrzovaciho poplatku	67
818	jak dlouho trva zpracovani patentove reserse?	68
819	expresni patentove reserse	68
820	poskytuje urad rychlou patentovou resersi?	68
821	provadi urad rychlou patentovou resersi?	68
822	dela urad rychlou patentovou resersi?	68
823	provadite rychlou patentovou resersi?	68
824	delate rychlou patentovou resersi?	68
825	poskytujete rychlou patentovou resersi?	68
826	poskytuje urad  expresni patentovou resersi?	68
827	provadi urad  expresni patentovou resersi?	68
828	dela urad  expresni patentovou resersi?	68
829	provadite  expresni patentovou resersi?	68
830	delate  expresni patentovou resersi?	68
831	poskytujete expresni patentovou resersi?	68
832	doba zpracovani patentove reserse	68
833	doba zpracovani reserse patentu uradem	68
834	existuje zpusob, jak urychlit patentovou resersi?	68
835	jak dlouho obvykle trva, nez obdrzim vysledky patentove reserse?	68
836	jak dlouho obvykle trva, nez dostanu vysledky patentove reserse?	68
837	poskytuje urad sluzby expresnich patentovych resersi?	68
838	provadi urad sluzby expresnich patentovych resersi?	68
839	dela urad sluzby expresnich patentovych resersi?	68
840	provadite sluzby expresnich patentovych resersi?	68
841	delate sluzby expresnich patentovych resersi?	68
842	poskytujete sluzby expresnich patentovych resersi?	68
843	v cem je rozdil mezi patentem a uzitnym vzorem?	69
844	jaky je rozdil mezi patentem a uzitnym vzorem?	69
845	vysvetli rozdil mezi patentem a uzitnym vzorem?	69
846	povez mi rozdil mezi patentem a uzitnym vzorem?	69
847	rekni mi rozdil mezi patentem a uzitnym vzorem?	69
848	rekni mi, jaky je rozdil mezi patentem a uzitnym vzorem?	69
849	jak se lisi patenty a uzitne vzory ?	69
850	cim se lisi patenty a uzitne vzory ?	69
851	jak se lisi patenty od uzitnych vzoru?	69
852	cim se lisi patenty od uzitnych vzoru?	69
853	jak se lisi patent a uzitny vzor ?	69
854	cim se lisi patent a uzitny vzor ?	69
855	jak se lisi patent od uzitneho vzoru?	69
856	cim se lisi patent od uzitneho vzoru?	69
857	co lze chranit patentem a co uzitnym vzorem?	70
858	co je mozne chranit patentem a co uzitnym vzorem?	70
859	co se muze chranit patentem a co uzitnym vzorem?	70
860	mohou byt ochraneny stejne veci patenty a uzitnymi vzory?	70
861	co znamena, ze uzitny vzor je zapsan na zaklade registracniho principu?	71
862	co je registracni princip u uzitneho vzoru?	71
863	co znamena registracni princip u uzitneho vzoru?	71
864	kdy je lepsi zvolit ochranu pomoci uzitneho vzoru?	71
865	kdy je vyhodnejsi zvolit ochranu pomoci uzitneho vzoru?	71
866	pro co je idealni ochrana uzitnym vzorem?	71
867	pro jake objekty je idealni ochrana uzitnym vzorem?	71
868	pro jake predmety je idealni ochrana uzitnym vzorem?	71
869	pro co je lepsi ochrana uzitnym vzorem?	71
870	pro jake objekty je lepsi ochrana uzitnym vzorem?	71
871	pro jake predmety je lepsi ochrana uzitnym vzorem?	71
872	pro co je vhodnejsi ochrana uzitnym vzorem?	71
873	pro jake objekty je vhodnejsi ochrana uzitnym vzorem?	71
874	pro jake predmety je vhodnejsi ochrana uzitnym vzorem?	71
875	jak dlouho plati patent a jak dlouho uzitny vzor?	72
876	jak dlouho muze platit patent a jak dlouho uzitny vzor?	72
877	co je uzitny vzor?	73
878	co se da chranit uzitnym vzorem?	73
879	co lze chranit uzitnym vzorem?	73
880	co je mozne chranit uzitnym vzorem?	73
881	definice uzitneho vzoru	73
882	jake jsou vyhody zapisu uzitneho vzoru oproti patentu?	74
883	jak dlouho trva zapis uzitneho vzoru?	74
884	za jak dlouho je uzitny vzor zapsan do rejstriku?	74
885	jsou ucinky zapisu uzitneho vzoru stejne jako u patentu?	74
886	jsou ucinky zapisu uzitneho vzoru srovnatelne jako u patentu?	74
887	jak  lze provest resersi uzitnych vzoru?	75
888	kde  lze provest resersi uzitnych vzoru?	75
889	jakym zpusobem lze provest resersi uzitnych vzoru?	75
890	jak  muzu provest resersi uzitnych vzoru?	75
891	kde  muzu provest resersi uzitnych vzoru?	75
892	jakym zpusobem muzu provest resersi uzitnych vzoru?	75
893	jak  mohu provest resersi uzitnych vzoru?	75
894	kde  mohu provest resersi uzitnych vzoru?	75
895	jakym zpusobem mohu provest resersi uzitnych vzoru?	75
896	jak  se muze provest resersi uzitnych vzoru?	75
897	kde  se muze provest resersi uzitnych vzoru?	75
898	jakym zpusobem se muze provest resersi uzitnych vzoru?	75
899	jak  lze  udelat resersi uzitnych vzoru?	75
900	kde  lze  udelat resersi uzitnych vzoru?	75
901	jakym zpusobem lze  udelat resersi uzitnych vzoru?	75
902	jak  muzu  udelat resersi uzitnych vzoru?	75
903	kde  muzu  udelat resersi uzitnych vzoru?	75
904	jakym zpusobem muzu  udelat resersi uzitnych vzoru?	75
905	jak  mohu  udelat resersi uzitnych vzoru?	75
906	kde  mohu  udelat resersi uzitnych vzoru?	75
907	jakym zpusobem mohu  udelat resersi uzitnych vzoru?	75
908	jak  se muze udelat resersi uzitnych vzoru?	75
909	kde  se muze udelat resersi uzitnych vzoru?	75
910	jakym zpusobem se muze udelat resersi uzitnych vzoru?	75
911	jak  lze  provedu resersi uzitnych vzoru?	75
912	kde  lze  provedu resersi uzitnych vzoru?	75
913	jakym zpusobem lze  provedu resersi uzitnych vzoru?	75
914	jak  muzu  provedu resersi uzitnych vzoru?	75
915	kde  muzu  provedu resersi uzitnych vzoru?	75
916	jakym zpusobem muzu  provedu resersi uzitnych vzoru?	75
917	jak  mohu  provedu resersi uzitnych vzoru?	75
918	kde  mohu  provedu resersi uzitnych vzoru?	75
919	jakym zpusobem mohu  provedu resersi uzitnych vzoru?	75
920	jak  se muze provedu resersi uzitnych vzoru?	75
921	kde  se muze provedu resersi uzitnych vzoru?	75
922	jakym zpusobem se muze provedu resersi uzitnych vzoru?	75
923	jak  lze  udelam resersi uzitnych vzoru?	75
924	kde  lze  udelam resersi uzitnych vzoru?	75
925	jakym zpusobem lze  udelam resersi uzitnych vzoru?	75
926	jak  muzu  udelam resersi uzitnych vzoru?	75
927	kde  muzu  udelam resersi uzitnych vzoru?	75
928	jakym zpusobem muzu  udelam resersi uzitnych vzoru?	75
929	jak  mohu  udelam resersi uzitnych vzoru?	75
930	kde  mohu  udelam resersi uzitnych vzoru?	75
931	jakym zpusobem mohu  udelam resersi uzitnych vzoru?	75
932	jak  se muze udelam resersi uzitnych vzoru?	75
933	kde  se muze udelam resersi uzitnych vzoru?	75
934	jakym zpusobem se muze udelam resersi uzitnych vzoru?	75
935	objednavka reserse uzitnych vzoru	75
936	reserse uzitnych vzoru	75
937	jaky je postup objednani resersnich sluzeb pro uzitne vzory uradu?	76
938	jak podat objednavku reserse uzitnych vzoru u uradu?	76
939	kde podat objednavku reserse uzitnych vzoru u uradu?	76
940	jak  objednat resersi uzitnych vzoru u uradu?	76
941	kde objednat resersi uzitnych vzoru u uradu?	76
942	za jak dlouho je hotova reserse uzitnych vzoru?	76
943	jak dlouho trva reserse uzitnych vzoru?	76
944	expresni resersni sluzby uzitnych vzoru	77
945	resersni sluzby uradu k uzitnym vzorum	77
946	resersni sluzby uradu pro uzitne vzory	77
947	cena za prihlasku uzitneho vzoru	78
948	poplatek za prihlasku uzitneho vzoru	78
949	kolik stoji za prihlasku uzitneho vzoru	78
950	cena za podani prihlasky uzitneho vzoru	78
951	poplatek za podani prihlasky uzitneho vzoru	78
952	kolik stoji za podani prihlasky uzitneho vzoru	78
953	kolik stoji podani prihlasky uzitneho vzoru?	78
954	kolik stoji uzitny vzor	78
955	cena uzitneho vzoru	78
956	kolik stoji prihlaska uzitneho vzoru?	78
957	kolik stoji prihlaseni uzitneho vzoru?	78
958	sleva na spravni poplatek pri elektronickem podani prihlasky uzitneho vzoru	78
959	moznosti zaplaceni spravniho poplatku za podani prihlasky uzitneho vzoru	78
960	poplatek za prodlouzeni platnosti zapisu uzitneho vzoru	79
961	poplatek za prodlouzeni platnosti uzitneho vzoru	79
962	jak mohu prodlouzit platnost zapisu uzitneho vzoru?	79
963	jakym zpusobem mohu prodlouzit platnost zapisu uzitneho vzoru?	79
964	jak  muzu prodlouzit platnost zapisu uzitneho vzoru?	79
965	jakym zpusobem muzu prodlouzit platnost zapisu uzitneho vzoru?	79
966	jak  mam prodlouzit platnost zapisu uzitneho vzoru?	79
967	jakym zpusobem mam prodlouzit platnost zapisu uzitneho vzoru?	79
968	doba platnosti zapisu uzitneho vzoru	79
969	maximalni doba platnosti zapisu uzitneho vzoru	79
970	prodlouzeni uzitneho vzoru	79
971	obnova platnosti uzitneho vzoru	79
972	formular pro prodlouzeni platnosti uzitneho vzoru	79
973	formular pro obnovu platnosti uzitneho vzoru	79
974	formular prodlouzeni platnosti uzitneho vzoru	79
975	kde se mohu podivat na souhrnnou informaci o poplatcich?	79
976	kde najdu souhrnnou informaci o poplatcich?	79
977	prehled vsech poplatku	79
978	sazebnik uhrad nakladu	79
979	kde na webu upv jsou informace o poplatcich?	79
980	souhrn poplatku	79
981	souhrn spravnch poplatku	79
982	prehled poplatku	79
983	obecne o poplatcich	79
984	cenik	79
985	muzete mi sdelit , kde najdu prehled poplatku?	79
986	muzete mi rict , kde najdu prehled poplatku?	79
987	muzete mi dat odkaz, kde najdu prehled poplatku?	79
988	jak mohu dohledat sazebnik uhrad nakladu?	79
989	kde mohu najit informace o cenach ?	79
990	kde mohu najit informace o poplatcich?	79
991	kde mohu najit prehled vsech poplatku na webu upv?	79
992	kde muzu najit prehled vsech poplatku na webu upv?	79
993	kde najdu prehled vsech poplatku na webu upv?	79
994	kde je prehled vsech poplatku na webu upv?	79
995	moznosti uhrady poplatku	80
996	moznosti uhrady poplatku obecne	80
997	mohu poplatky uhradit v hotovosti na pokladne uradu?	80
998	lze poplatky uhradit v hotovosti na pokladne uradu?	80
999	muzu poplatky uhradit v hotovosti na pokladne uradu?	80
1000	je mozne poplatky uhradit v hotovosti na pokladne uradu?	80
1001	co kdyz chci poplatky uhradit v hotovosti na pokladne uradu?	80
1002	mohu poplatky zaplatit v hotovosti na pokladne uradu?	80
1003	lze poplatky zaplatit v hotovosti na pokladne uradu?	80
1004	muzu poplatky zaplatit v hotovosti na pokladne uradu?	80
1005	je mozne poplatky zaplatit v hotovosti na pokladne uradu?	80
1006	co kdyz chci poplatky zaplatit v hotovosti na pokladne uradu?	80
1007	mohu mozne poplatky zaplatit bankovnim prevodem?	80
1008	lze mozne poplatky zaplatit bankovnim prevodem?	80
1009	muzu mozne poplatky zaplatit bankovnim prevodem?	80
1010	je mozne mozne poplatky zaplatit bankovnim prevodem?	80
1011	co kdyz chci mozne poplatky zaplatit bankovnim prevodem?	80
1012	mohu poplatky uhradit slozenkou?	80
1013	lze poplatky uhradit slozenkou?	80
1014	muzu poplatky uhradit slozenkou?	80
1015	je mozne poplatky uhradit slozenkou?	80
1016	co kdyz chci poplatky uhradit slozenkou?	80
1017	mohu  poplatek zaplatit kolky?	80
1018	lze  poplatek zaplatit kolky?	80
1019	muzu  poplatek zaplatit kolky?	80
1020	je mozne  poplatek zaplatit kolky?	80
1021	co kdyz chci poplatek zaplatit kolky?	80
1022	informace o vysi poplatku	80
1023	informace o platbe poukazkou, platbe kauce a platbach do evropskeho patentoveho uradu	80
1024	jake jsou podminky prijimani dokumentu na podatelne uradu?	80
1025	kde se mohu informovat o provozu podatelny uradu?	81
1026	informace o provozu podatelny	81
1027	format variabilniho symbolu pro platbu poplatku uradu	82
1028	jak je vytvaren variabilni symbol, kdyz je podani odesilano elektronicky?	82
1029	jake pravidla plati pro tvorbu variabilniho symbolu pro platbu poplatku?	82
1030	variabilni symbol pro platbu poplatku pred uradem	82
1031	kde najdu informace o variabilnich symbolech pro platbu poplatku?	82
1032	kde jsou informace o variabilnich symbolech pro platbu poplatku?	82
1033	kde mohu najit informace o variabilnich symbolech pro platbu poplatku?	82
1034	kde muzu najit informace o variabilnich symbolech pro platbu poplatku?	82
1035	jak je generovan variabilni symbol pro platbu poplatku?	82
1036	jakym zpusobem je generovan variabilni symbol pro platbu poplatku?	82
1037	jak  se generuje variabilni symbol pro platbu poplatku?	82
1038	jakym zpusobem se generuje variabilni symbol pro platbu poplatku?	82
1039	tvorba variabilniho symbolu pro platbu poplatku	82
1040	variabilni symbol	82
1041	pocet mist variabilniho symbolu	82
1042	variabilni symbol pro elektronicke podani	82
1043	pravni predpisy tykajici se poplatku	83
1044	pravni predpisy ohledne poplatku	83
1045	pravni predpisy k poplatkum	83
1046	pravni predpisy ke spravnim poplatkum	83
1047	jake predpisy se tykaji poplatku?	83
1048	ktere predpisy se tykaji poplatku?	83
1049	kde lze najit predpisy tykajici se poplatku?	83
1050	kde najdu predpisy tykajici se poplatku?	83
1051	kde mohu najit predpisy tykajici se poplatku?	83
1052	kde muzu najit predpisy tykajici se poplatku?	83
1053	kde lze najit predpisy ohledne poplatku?	83
1054	kde najdu predpisy ohledne poplatku?	83
1055	kde mohu najit predpisy ohledne poplatku?	83
1056	kde muzu najit predpisy ohledne poplatku?	83
1057	kde lze najit informace o predpisech k popatkum?	83
1058	kde najdu informace o predpisech k popatkum?	83
1059	kde mohu najit informace o predpisech k popatkum?	83
1060	kde muzu najit informace o predpisech k popatkum?	83
1061	zakony o poplatcich	83
1062	kde najdu zakony, ktere se tykaji poplatku	83
1063	jake pravni predpisy upravuji poplatky?	83
1064	jake pravni predpisy reguluji poplatky?	83
1065	seznam pravnich predpisu, ktere reguluji poplatky	83
1066	seznam pravnich predpisu, ktere upravuji poplatky	83
1067	jaky je vyznam prumysloveho vzoru?	84
1068	co je prumyslovy vzor?	84
1069	definice prumysloveho vzoru	84
1070	muzete mi vysvetlit pojem prumyslovy vzor?	84
1071	muzes mi vysvetlit pojem prumyslovy vzor?	84
1072	jak se vytvari prumyslovy vzor?	84
1073	jakym zpusobem se vytvari prumyslovy vzor?	84
1074	co presne znamena prumyslovy vzor?	84
1075	co obnasi prumyslovy vzor?	84
1076	charakteristiky prumysloveho vzoru	84
1077	jake vlastnosti ma prumyslovy vzor?	84
1078	muzete mi poskytnout definici prumysloveho vzoru?	84
