	question	answer
43	kdo pomuze s prihlasovanim ochranne znamky	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
44	kdo pomuze s prihlaskou  prumysloveho designu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
45	kdo pomuze s prihlasovanim prumysloveho designu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
46	kdo pomuze s prihlaskou  ochranneho oznaceni	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
47	kdo pomuze s prihlasovanim ochranneho oznaceni	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
48	kdo poskytne pomoc s registraci vynalezu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
49	kdo poskytne pomoc s prihlaskou vynalezu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
50	kdo poskytne pomoc s registraci  patentu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
51	kdo poskytne pomoc s prihlaskou patentu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
52	kdo poskytne pomoc s registraci  uzitneho vzoru	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
53	kdo poskytne pomoc s prihlaskou uzitneho vzoru	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
54	kdo poskytne pomoc s registraci  prumysloveho vzoru	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
55	kdo poskytne pomoc s prihlaskou prumysloveho vzoru	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
56	kdo poskytne pomoc s registraci  ochranne znamky	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
57	kdo poskytne pomoc s prihlaskou ochranne znamky	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
58	kdo poskytne pomoc s registraci  prumysloveho designu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
59	kdo poskytne pomoc s prihlaskou prumysloveho designu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
60	kdo poskytne pomoc s registraci  ochranneho oznaceni	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
61	kdo poskytne pomoc s prihlaskou ochranneho oznaceni	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
62	pomuzete mi s registraci vynalezu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
63	pomuzete mi s prihlaskou vynalezu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
64	pomuzete mi s registraci  patentu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
