	group	unnamed: 1	questions	answer
36	q19	slovem	vymaz. vymaz ochranne znamky. vymaz zaregistrovane ochranne znamky. je mozny vymaz ochranne znamky? jak dosahnout vymazu ochranne znamky? 	"existuji dve moznosti jak docilit ukonceni zapisu ochranne znamky v rejstriku. zapsanou ochrannou znamku lze zrusit na navrh podany podle ustanoveni 31 zakona zakona o ochrannych znamkach, nebo prohlasit za neplatnou na zaklade navrhu uplatneneho podle ustanoveni 32 tehoz zakona.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
37		hlasem	vymaz. vymaz ochranne znamky. vymaz zaregistrovane ochranne znamky. je mozny vymaz ochranne znamky? jak dosahnout vymazu ochranne znamky? rekni mi jak vymazat ochrannou znamku. rekni mi jak dosahnout vymazu ochranne znamky? 	
38	q20	slovem	zruseni ochranne znamky. neplatnost ochranne znamky. zneplatneni ochranne znamky. jaky je rozdil mezi zrusenim ochranne znamky a prohlasenim ochranne znamky za neplatnou? co znamena zruseni ochranne znamky? co znamena zneplatneni ochranne znamky? 	"zruseni ochranne znamky a neplatnost ochranne znamky se uplatnuji az po zapisu ochranne znamky do rejstriku. maji vsak rozdilne moznosti uplatneni, zduvodneni a predevsim ucinky. navrh na zruseni ochranne znamky je mozno vznest proti ochranne znamce, ktera neni radne uzivana, stala se oznacenim v obchode obvyklym, jeji uzivani muze vest ke klamani verejnosti nebo je na zaklade soudniho rozhodnuti jeji uziti nedovolenym souteznim jednanim. ochranna znamka pozbyva sve ucinky az po nabyti pravni moci rozhodnuti o jejim zruseni.

navrh na prohlaseni ochranne znamky za neplatnou se podava z duvodu vymezenych ustanovenim 32 zakona o ochrannych znamkach. navrh lze uplatnit na zaklade udajneho zapisu ochranne znamky v rozporu s ustanovenim 4 nebo 6 zmineneho zakona. navrh muze pripadne vznest osoba uvedena v ustanoveni 7 tehoz zakona, ktere vymezuje duvody podani namitek proti zapisu prihlasky ochranne znamky do rejstriku. prohlaseni ochranne znamky za neplatnou znamena, ze se na takovou ochrannou znamku hledi, jako by nikdy nebyla zapsana.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
39		hlasem	zruseni ochranne znamky. neplatnost ochranne znamky. zneplatneni ochranne znamky. jaky je rozdil mezi zrusenim ochranne znamky a prohlasenim ochranne znamky za neplatnou? co znamena zruseni ochranne znamky? co znamena zneplatneni ochranne znamky? rekni mi rozdil mezi zrusenim a zneplatnenim ochranne znamky. rekni mi co znamena zruseni a zneplatneni ochranne znamky. 	
40	q21	slovem	radne uzivani ochranne znamky. co je radne uzivani ochranne znamky? co znamena radne uzivani ochranne znamky? definice pojmu radne uzivani ochranne znamky.	"radne uzivani znamena, ze je ochranna znamka uzivana verejne a plni svou rozlisovaci funkci. rozumi se tim uzivani ochranne znamky v souladu s jeji zakladni funkci, kterou je zarucit identitu puvodu vyrobku nebo sluzeb, pro nez je zapsana. pri prokazovani uzivani urad posoudi zejmena rozsah a frekvenci uzivani ochranne znamky se zohlednenim povahy vyrobku nebo sluzeb a soucasne charakteristiky trhu, na kterem se vyskytuji. 

dukazem takoveho uzivani mohou byt objednavky, faktury, dodaci listy, katalogy, nabidkove listy, letaky ci jine reklamni materialy, medialni prezentace, doklady o sponzoringu medialne sledovanych udalosti. za radne uzivani nelze pokladat pouhe symbolicke uzivani, za ucelem udrzet prava z napadene ochranne znamky bez skutecneho umyslu napadenou ochrannou znamku v obchodnim styku uzivat.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
41		hlasem	radne uzivani ochranne znamky. co je radne uzivani ochranne znamky? co znamena radne uzivani ochranne znamky? definice pojmu radne uzivani ochranne znamky. rekni mi co je radne uzivani ochranne znamky. rekni mi definici pojmu radne uzivani ochranne znamky.	
42	q22	slovem	patentove knihovny. patentova knihovna. co je patentova knihovna? jake informace (poskytuje | poskytuji) (patentova knihovna | patentove knihovny)? co najdu v patentove knihovne? jake informace dohledam v patentove knihovne? jake existuji patentove knihovny?	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
43		hlasem	patentove knihovny. patentova knihovna. co je patentova knihovna? jake informace (poskytuje | poskytuji) (patentova knihovna | patentove knihovny)? co najdu v patentove knihovne? jake informace dohledam v patentove knihovne? jake existuji patentove knihovny? rekni mi co je patentova knihovna? rekni mi co najdu v patentove knihovne?	
44	q23	slovem	reserse. jak ziskam resersi? objednat resersi. jak objednam resersi. nabizite reserse? muzu ziskat resersi? kde ziskam resersi? kde objednam resersi? je mozne objednat resersi? poskytujete reserse? 	"resersi lze ziskat na zaklade objednavky, kterou zaslete postou na adresu urad prumysloveho vlastnictvi, odbor patentovych informaci, antonina cermaka 2a, praha 6, e-mailem na adresu objednavky@upv.gov.cz, nebo do datove schranky: ix6aa38. objednavku lze take podat osobne na podatelne uradu. je mozne pozadat o resersi na vynalezy a uzitne vzory, na ochranne znamky, ci na prumyslove vzory. 

informace o poplatcich za reserse lze najit zde: https://upv.gov.cz/sluzby/informacni-sluzby/cenik-sluzeb

vice na https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby."
45		hlasem	reserse. jak ziskam resersi? objednat resersi. jak objednam resersi. nabizite reserse? muzu ziskat resersi? kde ziskam resersi? kde objednam resersi? je mozne objednat resersi? poskytujete reserse? rekni mi kde objednam resersi. rekni mi jeslti poskytujete reserse. rekni mi jak objednat resersi. 	
46	q24	slovem	databaze ochrannych znamek. kde vyhledam informace o (zaregistrovane | zaregistrovanych) (ochranne znamce | ochrannych znamkach) existuje databaze ochrannych znamek? kde najdu databazi ochranych znamek. jak zjistim jeslti je ochranna znamka zaregistrovana? (jak | kde) dohledat ochrannou znamku. rekni mi kde najdu informace o (zaregistrovane | zaregistrovanych) (ochranne znamce | ochrannych znamkach). rekni mi jestli existuje databaze ochrannych znamek. rekni mi jak dohledam ochrannou znamku. rekni mi kde dohledam ochrannou znamku.	"na webovych strankach uradu je k dispozici volne pristupna narodni databaze ochrannych znamek, ktera obsahuje ochranne znamky platne v cr. k provadeni znamkovych resersi je mozne vyuzit take zahranicnich databazi.

vice na https://upv.gov.cz/informacni-zdroje/narodni-databaze. narodni databaze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. zahranicni databaze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-"
47		hlasem	databaze ochrannych znamek. kde vyhledam informace o (zaregistrovane | zaregistrovanych) (ochranne znamce | ochrannych znamkach) existuje databaze ochrannych znamek? kde najdu databazi ochranych znamek. jak zjistim jeslti je ochranna znamka zaregistrovana? (jak | kde) dohledat ochrannou znamku. rekni mi kde najdu informace o (zaregistrovane | zaregistrovanych) (ochranne znamce | ochrannych znamkach). rekni mi jestli existuje databaze ochrannych znamek. rekni mi jak dohledam ochrannou znamku. rekni mi kde dohledam ochrannou znamku.	
48	q25	slovem	narodni znamkova databaze. co obsahuje narodni znamkova databaze. jake informace poskytuje narodni znamkova databaze. co najdu v narodni znamkove databazi. jak casto je (databaza | narodni znamkova databaze) aktualizovana.  aktualizace (databaze | narodni znamkove databaze).	"narodni znamkova databaze obsahuje ochranne znamky prihlasene u uradu prumyslove vlastnictvi cr, mezinarodni ochranne znamky s designaci pro cr a eu a ochranne znamky evropske unie. databaze je aktualizovana denne. 

databaze obsahuje bibliograficka data o ochrannych znamkach a jejich prihlaskach, seznam vyrobku a sluzeb, informace o pravnim stavu, prehled polozek rizeni, vypis z rejstriku uradu, informace o prevodech a zmenach vlastniku ci udaje o publikaci ve vestniku uradu.

vice na https://upv.gov.cz/informacni-zdroje. narodni znamkova databaze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm"
49		hlasem	narodni znamkova databaze. co obsahuje narodni znamkova databaze. jake informace poskytuje narodni znamkova databaze. co najdu v narodni znamkove databazi. jak casto je (databaza | narodni znamkova databaze) aktualizovana.  aktualizace (databaze | narodni znamkove databaze). rekni mi jake informace obsahuje (databaze | narodni znamkova databaze). rekni mi co najdu v (databazi | narodni znamkove databazi). rekni mi jak casto je (databaze | narodni znamkova databaze) aktualizovana. 	
50	q26	slovem	aktualni stav (patentu | ochranne znamky | ochrannych znamek | prumyslovych vzoru | uzitnych vzoru | oznaceni puvodu | zemepisnych oznaceni). (jak | kde) ziskat informace o aktualnim pravnim stavu (patentu | ochranne znamky | ochrannych znamek | prumyslovych vzoru | uzitnych vzoru | oznaceni puvodu | zemepisnych oznaceni); jak overim aktualni pravni stav (patentu | ochranne znamky | ochrannych znamek | prumyslovych vzoru | uzitnych vzoru | oznaceni puvodu | zemepisnych oznaceni). kde najdu informace o (patentu | ochranne znamce | ochrannych znamkych | prumyslovych vzorech | uzitnych vzorech | oznaceni puvodu | zemepisnem oznaceni). 	"informace o aktualnim pravnim stavu na uzemi cr lze ziskat zdarma v databazich na strankach uradu nebo pozadanim o resersi na pravni stav - jedna se o placenou sluzbu. v pripade prumyslovych prav prihlasovanych v zahranici lze nektere informace nalezt ve volne dostupnych databazich prislusnych narodnich uradu. odkazy na zahranicni databaze najdete v detailnejsim prehledu databazi k jednotlivym prumyslovym pravum na webu uradu. zavazne informace o pravnim stavu poskytuji prislusne narodni patentove a znamkove urady.

urad na zaklade zadosti poskytuje oficialni vypisy z jim vedenych rejstriku patentu, uzitnych vzoru, prumyslovych vzoru, ochrannych znamek a oznaceni puvodu (zemepisnych oznaceni). vydani stejnopisu, opisu, vypisu z rejstriku, spisu, urednich listin a zaznamu je za kazdou i zapocatou stranku zpoplatneno dle zakona o spravnich poplatcich castkou 100 kc.

vice na https://upv.gov.cz/informacni-zdroje. databaze zde: https://upv.gov.cz/informacni-zdroje. zahranicni databaze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. resersni sluzby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. narodni patentove a znamkove urady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
51		hlasem	aktualni stav (patentu | ochranne znamky | ochrannych znamek | prumyslovych vzoru | uzitnych vzoru | oznaceni puvodu | zemepisnych oznaceni). (jak | kde) ziskat informace o aktualnim pravnim stavu (patentu | ochranne znamky | ochrannych znamek | prumyslovych vzoru | uzitnych vzoru | oznaceni puvodu | zemepisnych oznaceni); jak overim aktualni pravni stav (patentu | ochranne znamky | ochrannych znamek | prumyslovych vzoru | uzitnych vzoru | oznaceni puvodu | zemepisnych oznaceni). rekni mi jak overim stav (patentu | ochranne znamky | ochrannych znamek | prumyslovych vzoru | uzitnych vzoru | oznaceni puvodu | zemepisnych oznaceni). rekni mi kde najdu informace o (patentu | ochranne znamce | ochrannych znamkach | prumyslovych vzorech | uzitnych vzorech | oznaceni puvodu | zemepisnych oznaceni). 	
52	q27	slovem	reserse v databazi ochrannych znamek; jak uskutecnit resersi v databazi ochrannych znamek? jak vyhledavat data v databazi ochrannych znamek? vyhledavani (dat | informaci) v databazi ochrannych znamek. kde najdu databazi ochrannych znamek. 	"resersi v databazi ochrannych znamek platnych v ceske republice lze provest samostatne a zdarma na webovych strankach uradu. po otevreni databaze zadate dotaz do prislusneho vyhledavaciho pole. vyhledavat lze podle cisla prihlasky, cisla zapisu, zneni ochranne znamky, vlastnika nebo prihlasovatele a dalsich udaju. priklady vyhledavani pro jednotliva vyhledavaci pole lze nalezt v napovede. 

kliknutim na ikonu lupy se zobrazi detailni vypis ochranne znamky. vypis obsahuje bibliograficka data o ochrannych znamkach, seznam vyrobku a sluzeb, informace o pravnim stavu, prehled polozek rizeni, vypis z rejstriku uradu, informace o prevodech a zmenach vlastniku, udaje o publikaci ve vestniku uradu.

vice na https://upv.gov.cz/informacni-zdroje. databaze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. vestnik zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
53		hlasem	reserse v databazi ochrannych znamek; jak uskutecnit resersi v databazi ochrannych znamek? jak vyhledavat data v databazi ochrannych znamek? vyhledavani (dat | informaci) v databazi ochrannych znamek. kde najdu databazi ochrannych znamek. rekni mi jak vyhledat informace v databazi ochrannych znamek? 	
54	q28	slovem	(prinos | vhodnost | vyhody) reserse. (prinos | vhodnost | vyhody) prumyslovepravni reserse. jake vyhody ziskam z prumyslovepravni reserse? proc (udelat | uskutecnit objednat) prumyslovepravni resersi. co jako (firma | spolecnost | ico) ziskam pri provedeni prumyslovepravni reserse? jake vyhody ziska (firma | spolecnost | ico) z provedeni prumyslovepravni reserse? 	"pred podanim prihlasky kazdeho prumysloveho prava (ochranna znamka, vynalez, uzitny ci prumyslovy vzor, zemepisne oznaceni ci oznaceni puvodu) je vhodne si overit, zda predmet prumysloveho prava jiz neni registrovan na jineho vlastnika ci majitele, tak aby firma predesla pripadnym pravnim sporum pri jeho uziti a aby energie a financni prostredky vynalozila ucelne.

reserse je vhodne provest vzdy pred zahajenim noveho vyrobniho programu ci projektu, jehoz vysledkem bude inovace stavajiciho vyrobku ci nastaveni dalsiho smerovani vyvoje firmy. na zaklade vysledku reserse je mozne se rozhodnout, zda neni vhodnejsi uzavrit licencni smlouvu na predmetne prumyslove pravo a overit si jeho platnost.

dale je vhodne provest resersi pred zahajenim noveho vyzkumu, a to pak i v jeho prubehu, aby mel zadavatel k dispozici nejnovejsi informace v dane oblasti.

provedeni reserse muze firme pomoci i v pripade, ze bude upozornena, ze porusuje pravo jineho subjektu nebo take ke zjisteni, jakym smerem se ubira jeji konkurence.

urad prumysloveho vlastnictvi v ramci zvysovani konkurenceschopnosti ceskych firem nabizi monitoring stavu techniky - pravidelne zasilani novych patentu z urcite oblasti techniky. 

resersni sluzby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
55		hlasem	(prinos | vyhody) reserse. (prinos | vyhody) prumyslovepravni reserse. jake vyhody ziskam z prumyslovepravni reserse? proc (udelat | uskutecnit | objednat) prumyslovepravni resersi. co jako (firma | spolecnost | ico) ziskam pri provedeni prumyslovepravni reserse? jake vyhody ziska (firma | spolecnost | ico) z provedeni prumyslovepravni reserse? rekni mi co ziskam kdyz si necham (udelat | zpracovat) prumyslovepravni resersi.	
56	q29	slovem	obnova ochranne znamky. prodlouzeni platnosti ochranne znamky. zadost o obnovu zapisu ochranne znamky. jak prodlouzit platnost ochranne znamky?  forrmular na obnovu zapisu ochranne znamky. jak prodlouzit ochrannou znamku? kdy prodlouzit ochrannou znamku?	"zapis ochranne znamky plati 10 let ode dne podani prihlasky. pokud vlastnik ochranne znamky nepozada o obnovu zapisu, ochranna znamka zanikne. urad informuje vlastnika ochranne znamky o dni uplynuti doby platnosti zapisu, a to nejpozdeji 6 mesicu pred timto dnem.

zapis ochranne znamky se na zadost jejiho vlastnika obnovi, a to vzdy na dalsich 10 let. zadost o obnovu zapisu ochranne znamky se podava nejdrive ve lhute 12 mesicu pred skoncenim doby platnosti, avsak nejpozdeji v den skonceni doby platnosti. lhutu k podani zadosti o obnovu zapisu nelze prodlouzit a jeji zmeskani nelze prominout. zadost o obnovu zapisu lze podat nejpozdeji v dodatecne lhute 6 mesicu po uplynuti doby platnosti. 

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. formular zadosti o obnovu nebo prodlouzeni platnosti lze ziskat zde: https://upv.gov.cz/prumyslova-prava/formulare"
57		hlasem	obnova ochranne znamky. prodlouzeni platnosti ochranne znamky. zadost o obnovu zapisu ochranne znamky. jak prodlouzit platnost ochranne znamky?  forrmular na obnovu zapisu ochranne znamky. jak prodlouzit ochrannou znamku? kdy prodlouzit ochrannou znamku? rekni mi (jak | kdy) (prodlouzit | prodlouzim) ochrannou zmamku. rekni mi jak postupovat pri prodluzovani ochranne znamky.  	
58	q30	slovem	formular (prihlasovani | registrace) ochranne znamky. formular ochranne znamky. zadost o mezinarodni zapis ochranne znamky. formulare zadosti o mezinarodni zapis ochranne znamky. kde najdu formular k (prihlasovani | registraci) ochranne znamky? kde je formular k prihlasovani ochranne znamky. jak (prihlasit | zaregistrovat) ochrannou znamku? jak zaregistrovat ochrannou znamku do zahranici? jaky formular pouziju pri registraci ochranne znamky v zahranici. chci zaregistrovat ochrannou znamku do zahranici. mezinarodni ochranne znamky. 	"prihlasku ochranne znamky je mozne podat v elektronicke podobe, postou nebo osobne v podatelne uradu prumysloveho vlastnictvi na prislusnem formulari, ktery rovnez obsahuje podrobne pokyny pro jeho vyplnovani, vcetne zpusobu placeni spravniho poplatku. pri zasilani prihlasky elektronickou cestou je dulezite seznamit se s formaty jednotlivych druhu ochrannych znamek, ktere jsou uradem akceptovany.

zadost o mezinarodni zapis ochranne znamky lze podat soucasne s narodni prihlaskou nebo i po jejim zapisu do rejstriku. formular a dalsi informace muzete take obdrzet v informacnim stredisku uradu.

formulare je mozne stahnout zde: https://upv.gov.cz/prumyslova-prava/formulare. informacni stredisko uradu zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko"
59		hlasem	formular (prihlasovani | registrace) ochranne znamky. formular ochranne znamky. zadost o mezinarodni zapis ochranne znamky. formulare zadosti o mezinarodni zapis ochranne znamky. kde najdu formular k (prihlasovani | registraci) ochranne znamky? kde je formular k prihlasovani ochranne znamky. jak (prihlasit | zaregistrovat) ochrannou znamku? jak zaregistrovat ochrannou znamku do zahranici? jaky formular pouziju pri registraci ochranne znamky v zahranici. chci zaregistrovat ochrannou znamku do zahranici. mezinarodni ochranne znamky. rekni mi kde najdu formular ochranne znamky. rekni mi jaky formular pouziju pri registraci ochranne znamky do zahranici. 	
60	q31	slovem	kolik stoji (prihlaseni | registrace) ochranne znamky? jaky je spravni poplatek k (prihlaseni | registraci) ochranne znamky? vyse poplatku k (registraci | prihlaseni ochranne znamky). rekni mi jak (prihlasit | zaregistrovat) ochrannou znamku. rekni mi kolik stoji prihlaseni ochranne znamky? rekni mi jaka je vyse poplatku za (registraci | prihlaseni) ochranne znamky. rekni mi jak zaregistruju ochrannou znamku do zahranici?	"prihlasovaci spravni poplatek v pripade narodni prihlasky ochranne znamky cini 5.000 kc pro 3 tridy vyrobku a sluzeb, pro kazdou dalsi tridu dalsich 500 kc. 

v pripade zadosti o mezinarodni zapis ochranne znamky cini spravni poplatek pro rizeni pred uradem 2.500 kc. 

spravni poplatky je mozne uhradit prevodem z uctu na ucet uradu (3711-21526001/0710), slozenkou nebo v hotovosti v pokladne uradu. kolkovymi znamkami lze uhradit spravni poplatek jen do vyse 5.000 kc.

tridniky zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky. informace o mezinarodnich ochrannych znamkach zde: https://upv.gov.cz/prumyslova-prava/ochranne-znamky/mezinarodni-ochranna-znamka. informacni stredisko uradu zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko"
61		hlasem	kolik stoji (prihlaseni | registrace) ochranne znamky? jaky je spravni poplatek k (prihlaseni | registraci) ochranne znamky? vyse poplatku k (registraci | prihlaseni ochranne znamky). jak zaregistrovat ochrannou znamku do zahranici? jaky formular pouziju pri registraci ochranne znamky v zahranici. chci zaregistrovat ochrannou znamku do zahranici. mezinarodni ochranne znamky. rekni mi jak (prihlasit | zaregistrovat) ochrannou znamku. rekni mi kolik stoji prihlaseni ochranne znamky? rekni mi jaka je vyse poplatku za (registraci | prihlaseni) ochranne znamky. rekni mi jak zaregistruju ochrannou znamku do zahranici?	
62	q32	slovem	vyrobky a sluzby v (prihlasce | formulari | pri registraci ) ochranne znamky. trideni vyrobku a sluzeb v (prihlasce | formulari | pri registraci) ochranne znamky. jakym zpusobem se zatriduji vyrobky a sluzby, ktere je nutne uvest v prihlasce ochranne znamky k zapisu do rejstriku ochrannych znamek? jak vybrat tridu (vyrobku | sluzby) (ve formulari | pri registraci | v prihlasce) ochranne znamky?	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
63		hlasem	vyrobky a sluzby v (prihlasce | formulari | pri registraci ) ochranne znamky. trideni vyrobku a sluzeb v (prihlasce | formulari | pri registraci) ochranne znamky. jakym zpusobem se zatriduji vyrobky a sluzby, ktere je nutne uvest v prihlasce ochranne znamky k zapisu do rejstriku ochrannych znamek? jak vybrat tridu (vyrobku | sluzby) (ve formulari | pri registraci | v prihlasce) ochranne znamky? rekni mi jak vyberu (tridu | vyrobky | sluzby) pri registraci ochranne znamky?	
64	q33	slovem	(R). tm. symboly ((C) | tm). (nutnost | povinnost) uvadeni symbolu ((C) | tm). je povinne uvadeni symbolu ((C) | tm). musim uvadet ((C) | tm)? musim uvadet symbol ((C) | tm). co znamena (symbol | znak) ((C) | tm). 	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
65		hlasem	(R). tm. symboly ((C) | tm). (nutnost | povinnost) uvadeni symbolu ((C) | tm). je povinne uvadeni symbolu ((C) | tm). musim uvadet ((C) | tm)? musim uvadet symbol ((C) | tm). co znamena (symbol | znak) ((C) | tm). rekni mi co je ((R) | tm). rekni mi jeslti je ((R) | tm) povinny.	
66	q34	slovem	ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek). jak se provadi ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek)? jaky je postup pri ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek)? kdo provadi ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek)? co je ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek).	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"
67		hlasem	ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek). jak se provadi ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek)? jaky je postup pri ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek)? kdo provadi ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek)? co je ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek). rekni mi jak ocenim (prumyslove pravo | patent | vynalez | uzitny vzor | prumyslovy vzor | ochrannou znamku). rekni mi na koho se obratim pri ocenovani (prumyslovych prav | patentu | vynalezu | uzitnych vzoru | prumyslovych vzoru | ochrannych znamek).	
68	q35	slovem	jak urad podava informaci o zahajeni rizeni o zapisu prevodu (ochranne znamky | patentu | prumysloveho vzoru | uzitneho vzoru)? jak ziskam informaci o zapisu prevodu (ochranne znamky | patentu | prumysloveho vzoru | uzitneho vzoru)? jakym zpusobem ziskam informaci o zapisu prevodu (ochranne znamky | patentu | prumysloveho vzoru | uzitneho vzoru).	"po prijeti zadosti o zapis prevodu urad bez zbytecneho odkladu uvedomi smluvni strany prevodu o zahajeni rizeni o zapisu prevodu. pote urad vycka primerenou dobu (obvykle 1 mesic) a kdyz neobdrzi relevantni vytku tykajici se prevodu (zejmena od druhe smluvni strany prevodu, ktera neiniciovala rizeni)  je prevod zaregistrovan.

krome splneni zakonne povinnosti pristoupil urad k teto praxi tez s ohledem na upevneni pravni jistoty obou zucastnenych stran prevodu. duvodem byla tez snaha zamezit spekulativnim prevodum a chranit tak opravnene zajmy vlastniku prumyslovych prav.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
69		hlasem	jak urad podava informaci o zahajeni rizeni o zapisu prevodu (ochranne znamky | patentu | prumysloveho vzoru | uzitneho vzoru)? jak ziskam informaci o zapisu prevodu (ochranne znamky | patentu | prumysloveho vzoru | uzitneho vzoru)? jakym zpusobem ziskam informaci o zapisu prevodu (ochranne znamky | patentu | prumysloveho vzoru | uzitneho vzoru). rekni mi jak ziskam informaci o zahajeni rizeni o zapisu prevodu (ochranne znamky | patentu | prumysloveho vzoru | uzitneho vzoru)?	
