	question	class
550	jak podat namitky proti registraci ochranne znamky?	27
551	jak podat namitky proti  prihlasenemu oznaceni ochranne znamky?	27
552	namitky proti zapsane ochranne znamce	27
553	namitky proti zaregistrovane ochranne znamce	27
554	namitky proti registraci ochranne znamky	27
555	namitky proti  prihlasenemu oznaceni ochranne znamky	27
556	zruseni ochranne znamky	28
557	kdy je mozne podat navrh na zruseni ochranne znamky?	28
558	jak je mozne podat navrh na zruseni ochranne znamky?	28
559	jakym zpusobem je mozne podat navrh na zruseni ochranne znamky?	28
560	kdy  lze podat navrh na zruseni ochranne znamky?	28
561	jak  lze podat navrh na zruseni ochranne znamky?	28
562	jakym zpusobem lze podat navrh na zruseni ochranne znamky?	28
563	kdy  muzu podat navrh na zruseni ochranne znamky?	28
564	jak  muzu podat navrh na zruseni ochranne znamky?	28
565	jakym zpusobem muzu podat navrh na zruseni ochranne znamky?	28
566	duvody mohou ke zruseni ochranne znamky	28
567	co znamena, kdyz je ochranna znamka zrusena?	28
568	kdy muze byt ochranna znamka povazovana za neplatnou?	28
569	dusledky prohlaseni ochranne znamky za neplatnou	28
570	navrh na zruseni ochranne znamky	28
571	navrh na prohlaseni ochranne znamky za neplatnou	28
572	rozdil mezi zrusenim a neplatnosti ochranne znamky	28
573	co znamena, pokud je ochranna znamka prohlasena za neplatnou?	28
574	dusledky zruseni ochranne znamky	28
575	dusledky prohlaseni ochranne znamky za neplatnou	28
576	co je mozne patentovat?	29
577	co lze patentovat?	29
578	co si muzu patentovat?	29
579	co muzu patentovat?	29
580	co mohu patentovat?	29
581	co si mohu patentovat?	29
582	co je patent?	29
583	co je vynalez?	29
584	je mozne ziskat patent na vedecke teorie?	29
585	lze ziskat patent na vedecke teorie?	29
586	muzu ziskat patent na vedecke teorie?	29
587	mohu ziskat patent na vedecke teorie?	29
588	muze se ziskat patent na vedecke teorie?	29
589	je mozne  mit patent na vedecke teorie?	29
590	lze  mit patent na vedecke teorie?	29
591	muzu  mit patent na vedecke teorie?	29
592	mohu  mit patent na vedecke teorie?	29
593	muze se mit patent na vedecke teorie?	29
594	je mozne  dostat patent na vedecke teorie?	29
595	lze  dostat patent na vedecke teorie?	29
596	muzu  dostat patent na vedecke teorie?	29
597	mohu  dostat patent na vedecke teorie?	29
598	muze se dostat patent na vedecke teorie?	29
599	je mozne ziskat  patentovat vedecke teorie?	29
600	lze ziskat  patentovat vedecke teorie?	29
601	muzu ziskat  patentovat vedecke teorie?	29
602	mohu ziskat  patentovat vedecke teorie?	29
603	muze se ziskat  patentovat vedecke teorie?	29
604	je mozne  mit  patentovat vedecke teorie?	29
605	lze  mit  patentovat vedecke teorie?	29
606	muzu  mit  patentovat vedecke teorie?	29
607	mohu  mit  patentovat vedecke teorie?	29
608	muze se mit  patentovat vedecke teorie?	29
609	je mozne  dostat patentovat vedecke teorie?	29
610	lze  dostat patentovat vedecke teorie?	29
611	muzu  dostat patentovat vedecke teorie?	29
612	mohu  dostat patentovat vedecke teorie?	29
613	muze se dostat patentovat vedecke teorie?	29
614	na jake vynalezy jsou udelovany patenty ?	29
615	na jake vynalezy je mozne udelit patent ?	29
616	na jake vynalezy muze byt udelen patent?	29
617	jake jsou zasady pro udelovani patentu?	29
618	je mozne ziskat patent na esteticky vytvor?	29
619	lze ziskat patent na esteticky vytvor?	29
620	muzu ziskat patent na esteticky vytvor?	29
621	mohu ziskat patent na esteticky vytvor?	29
622	muze se ziskat patent na esteticky vytvor?	29
623	je mozne  mit patent na esteticky vytvor?	29
624	lze  mit patent na esteticky vytvor?	29
625	muzu  mit patent na esteticky vytvor?	29
626	mohu  mit patent na esteticky vytvor?	29
627	muze se mit patent na esteticky vytvor?	29
628	je mozne  dostat patent na esteticky vytvor?	29
629	lze  dostat patent na esteticky vytvor?	29
630	muzu  dostat patent na esteticky vytvor?	29
631	mohu  dostat patent na esteticky vytvor?	29
632	muze se dostat patent na esteticky vytvor?	29
633	je mozne ziskat  patentovat esteticky vytvor?	29
634	lze ziskat  patentovat esteticky vytvor?	29
635	muzu ziskat  patentovat esteticky vytvor?	29
636	mohu ziskat  patentovat esteticky vytvor?	29
637	muze se ziskat  patentovat esteticky vytvor?	29
638	je mozne  mit  patentovat esteticky vytvor?	29
639	lze  mit  patentovat esteticky vytvor?	29
640	muzu  mit  patentovat esteticky vytvor?	29
641	mohu  mit  patentovat esteticky vytvor?	29
642	muze se mit  patentovat esteticky vytvor?	29
643	je mozne  dostat patentovat esteticky vytvor?	29
644	lze  dostat patentovat esteticky vytvor?	29
645	muzu  dostat patentovat esteticky vytvor?	29
646	mohu  dostat patentovat esteticky vytvor?	29
647	muze se dostat patentovat esteticky vytvor?	29
648	je mozne ziskat patent na novou odrudu rostliny?	29
649	lze ziskat patent na novou odrudu rostliny?	29
650	muzu ziskat patent na novou odrudu rostliny?	29
651	mohu ziskat patent na novou odrudu rostliny?	29
652	muze se ziskat patent na novou odrudu rostliny?	29
653	je mozne  mit patent na novou odrudu rostliny?	29
654	lze  mit patent na novou odrudu rostliny?	29
655	muzu  mit patent na novou odrudu rostliny?	29
656	mohu  mit patent na novou odrudu rostliny?	29
657	muze se mit patent na novou odrudu rostliny?	29
658	je mozne  dostat patent na novou odrudu rostliny?	29
659	lze  dostat patent na novou odrudu rostliny?	29
660	muzu  dostat patent na novou odrudu rostliny?	29
661	mohu  dostat patent na novou odrudu rostliny?	29
662	muze se dostat patent na novou odrudu rostliny?	29
663	je mozne ziskat  patentovat novou odrudu rostliny?	29
664	lze ziskat  patentovat novou odrudu rostliny?	29
665	muzu ziskat  patentovat novou odrudu rostliny?	29
666	mohu ziskat  patentovat novou odrudu rostliny?	29
667	muze se ziskat  patentovat novou odrudu rostliny?	29
668	je mozne  mit  patentovat novou odrudu rostliny?	29
669	lze  mit  patentovat novou odrudu rostliny?	29
670	muzu  mit  patentovat novou odrudu rostliny?	29
671	mohu  mit  patentovat novou odrudu rostliny?	29
672	muze se mit  patentovat novou odrudu rostliny?	29
673	je mozne  dostat patentovat novou odrudu rostliny?	29
674	lze  dostat patentovat novou odrudu rostliny?	29
675	muzu  dostat patentovat novou odrudu rostliny?	29
676	mohu  dostat patentovat novou odrudu rostliny?	29
677	muze se dostat patentovat novou odrudu rostliny?	29
678	je mozne ziskat patentovat i na biotechnologicke postupy a produkty?	29
679	lze ziskat patentovat i na biotechnologicke postupy a produkty?	29
680	muzu ziskat patentovat i na biotechnologicke postupy a produkty?	29
681	mohu ziskat patentovat i na biotechnologicke postupy a produkty?	29
682	muze se ziskat patentovat i na biotechnologicke postupy a produkty?	29
683	je mozne  mit patentovat i na biotechnologicke postupy a produkty?	29
684	lze  mit patentovat i na biotechnologicke postupy a produkty?	29
685	muzu  mit patentovat i na biotechnologicke postupy a produkty?	29
686	mohu  mit patentovat i na biotechnologicke postupy a produkty?	29
687	muze se mit patentovat i na biotechnologicke postupy a produkty?	29
688	je mozne  dostat patentovat i na biotechnologicke postupy a produkty?	29
689	lze  dostat patentovat i na biotechnologicke postupy a produkty?	29
690	muzu  dostat patentovat i na biotechnologicke postupy a produkty?	29
691	mohu  dostat patentovat i na biotechnologicke postupy a produkty?	29
692	muze se dostat patentovat i na biotechnologicke postupy a produkty?	29
693	je mozne ziskat  patenty i na biotechnologicke postupy a produkty?	29
694	lze ziskat  patenty i na biotechnologicke postupy a produkty?	29
695	muzu ziskat  patenty i na biotechnologicke postupy a produkty?	29
696	mohu ziskat  patenty i na biotechnologicke postupy a produkty?	29
697	muze se ziskat  patenty i na biotechnologicke postupy a produkty?	29
698	je mozne  mit  patenty i na biotechnologicke postupy a produkty?	29
699	lze  mit  patenty i na biotechnologicke postupy a produkty?	29
700	muzu  mit  patenty i na biotechnologicke postupy a produkty?	29
701	mohu  mit  patenty i na biotechnologicke postupy a produkty?	29
702	muze se mit  patenty i na biotechnologicke postupy a produkty?	29
703	je mozne  dostat patenty i na biotechnologicke postupy a produkty?	29
704	lze  dostat patenty i na biotechnologicke postupy a produkty?	29
705	muzu  dostat patenty i na biotechnologicke postupy a produkty?	29
706	mohu  dostat patenty i na biotechnologicke postupy a produkty?	29
707	muze se dostat patenty i na biotechnologicke postupy a produkty?	29
708	je mozne ziskat  patent i na biotechnologicke postupy a produkty?	29
709	lze ziskat  patent i na biotechnologicke postupy a produkty?	29
710	muzu ziskat  patent i na biotechnologicke postupy a produkty?	29
711	mohu ziskat  patent i na biotechnologicke postupy a produkty?	29
712	muze se ziskat  patent i na biotechnologicke postupy a produkty?	29
713	je mozne  mit  patent i na biotechnologicke postupy a produkty?	29
714	lze  mit  patent i na biotechnologicke postupy a produkty?	29
715	muzu  mit  patent i na biotechnologicke postupy a produkty?	29
716	mohu  mit  patent i na biotechnologicke postupy a produkty?	29
717	muze se mit  patent i na biotechnologicke postupy a produkty?	29
718	je mozne  dostat patent i na biotechnologicke postupy a produkty?	29
719	lze  dostat patent i na biotechnologicke postupy a produkty?	29
720	muzu  dostat patent i na biotechnologicke postupy a produkty?	29
721	mohu  dostat patent i na biotechnologicke postupy a produkty?	29
722	muze se dostat patent i na biotechnologicke postupy a produkty?	29
723	lze ziskat patent na program pro pocitace?	29
724	lze ziskat patent na software?	29
725	co nelze patentovat?	29
726	co nejde patentovat?	29
727	co neni mozne patentovat?	29
728	co nemuzu patentovat?	29
729	je mozne ziskat patent na lecebny postup pro zvirata?	29
730	lze ziskat patent na lecebny postup pro zvirata?	29
731	muzu ziskat patent na lecebny postup pro zvirata?	29
732	mohu ziskat patent na lecebny postup pro zvirata?	29
733	muze se ziskat patent na lecebny postup pro zvirata?	29
734	je mozne  mit patent na lecebny postup pro zvirata?	29
735	lze  mit patent na lecebny postup pro zvirata?	29
736	muzu  mit patent na lecebny postup pro zvirata?	29
737	mohu  mit patent na lecebny postup pro zvirata?	29
738	muze se mit patent na lecebny postup pro zvirata?	29
739	je mozne  dostat patent na lecebny postup pro zvirata?	29
740	lze  dostat patent na lecebny postup pro zvirata?	29
741	muzu  dostat patent na lecebny postup pro zvirata?	29
742	mohu  dostat patent na lecebny postup pro zvirata?	29
743	muze se dostat patent na lecebny postup pro zvirata?	29
744	je mozne ziskat  patentovat lecebny postup pro zvirata?	29
745	lze ziskat  patentovat lecebny postup pro zvirata?	29
746	muzu ziskat  patentovat lecebny postup pro zvirata?	29
747	mohu ziskat  patentovat lecebny postup pro zvirata?	29
748	muze se ziskat  patentovat lecebny postup pro zvirata?	29
749	je mozne  mit  patentovat lecebny postup pro zvirata?	29
750	lze  mit  patentovat lecebny postup pro zvirata?	29
751	muzu  mit  patentovat lecebny postup pro zvirata?	29
752	mohu  mit  patentovat lecebny postup pro zvirata?	29
753	muze se mit  patentovat lecebny postup pro zvirata?	29
754	je mozne  dostat patentovat lecebny postup pro zvirata?	29
755	lze  dostat patentovat lecebny postup pro zvirata?	29
756	muzu  dostat patentovat lecebny postup pro zvirata?	29
757	mohu  dostat patentovat lecebny postup pro zvirata?	29
758	muze se dostat patentovat lecebny postup pro zvirata?	29
759	overeni novosti vynalezu	30
760	novost vynalezu	30
761	jedna z podminek patentovatelnosti	30
762	podminka patentovatelnosti	30
763	jak  lze provest resersi patentu?	30
764	kde lze provest resersi patentu?	30
765	jak  muzu provest resersi patentu?	30
766	kde muzu provest resersi patentu?	30
767	jak  mohu provest resersi patentu?	30
768	kde mohu provest resersi patentu?	30
769	jak  se muze provest resersi patentu?	30
770	kde se muze provest resersi patentu?	30
771	jak  lze  udelat resersi patentu?	30
772	kde lze  udelat resersi patentu?	30
773	jak  muzu  udelat resersi patentu?	30
774	kde muzu  udelat resersi patentu?	30
775	jak  mohu  udelat resersi patentu?	30
776	kde mohu  udelat resersi patentu?	30
777	jak  se muze udelat resersi patentu?	30
778	kde se muze udelat resersi patentu?	30
779	jak  lze  provedu resersi patentu?	30
780	kde lze  provedu resersi patentu?	30
781	jak  muzu  provedu resersi patentu?	30
782	kde muzu  provedu resersi patentu?	30
783	jak  mohu  provedu resersi patentu?	30
784	kde mohu  provedu resersi patentu?	30
785	jak  se muze provedu resersi patentu?	30
786	kde se muze provedu resersi patentu?	30
787	jak  lze  udelam resersi patentu?	30
788	kde lze  udelam resersi patentu?	30
789	jak  muzu  udelam resersi patentu?	30
790	kde muzu  udelam resersi patentu?	30
791	jak  mohu  udelam resersi patentu?	30
792	kde mohu  udelam resersi patentu?	30
793	jak  se muze udelam resersi patentu?	30
794	kde se muze udelam resersi patentu?	30
795	odkaz pro overeni novosti vynalezu	30
796	zdroje pro overeni novosti vynalezu	30
797	zahranicni databaze pro overeni novosti vynalezu	30
798	patentova reserse	30
799	reserse patentu	30
800	jak podat objednavku patentove reserse u uradu?	30
801	kde podat objednavku patentove reserse u uradu?	30
802	jak  objednat patentovou resersi u uradu?	30
803	kde objednat patentovou resersi u uradu?	30
804	patentova reserse uradem	30
805	reserse patentu uradem	30
806	objednavka patentove reserse	30
807	resersni sluzby uradu pro vynalezy	30
808	jaka je vyse spravniho poplatku za podani prihlasky vynalezu ?	31
809	jaka je vyse spravniho poplatku za podani prihlasky patentu?	31
810	poplatek za podani prihlasky vynalezu	31
811	poplatek za podani prihlasky patentu	31
812	sleva pri elektronickem podani prihlasky vynalezu	31
813	sleva pri elektronickem podani prihlasky patentu	31
814	poplatek za udrzovani patentu v platnosti	31
815	jak je mozne uhradit spravni poplatek za podani prihlasky vynalezu ?	31
816	jak lze uhradit spravni poplatek za podani prihlasky vynalezu ?	31
817	jak muzu uhradit spravni poplatek za podani prihlasky vynalezu ?	31
818	jak mohu uhradit spravni poplatek za podani prihlasky vynalezu ?	31
819	jak je mozne  zaplatit spravni poplatek za podani prihlasky vynalezu ?	31
820	jak lze  zaplatit spravni poplatek za podani prihlasky vynalezu ?	31
821	jak muzu  zaplatit spravni poplatek za podani prihlasky vynalezu ?	31
822	jak mohu zaplatit spravni poplatek za podani prihlasky vynalezu ?	31
823	jak je mozne uhradit spravni poplatek za podani prihlasky patentu?	31
824	jak lze uhradit spravni poplatek za podani prihlasky patentu?	31
825	jak muzu uhradit spravni poplatek za podani prihlasky patentu?	31
826	jak mohu uhradit spravni poplatek za podani prihlasky patentu?	31
827	jak je mozne  zaplatit spravni poplatek za podani prihlasky patentu?	31
828	jak lze  zaplatit spravni poplatek za podani prihlasky patentu?	31
829	jak muzu  zaplatit spravni poplatek za podani prihlasky patentu?	31
830	jak mohu zaplatit spravni poplatek za podani prihlasky patentu?	31
831	jaky hradi poplatek po udeleni patentu?	31
832	jaky se hradi poplatek po udeleni patentu?	31
833	ktery hradi poplatek po udeleni patentu?	31
834	ktery se hradi poplatek po udeleni patentu?	31
835	jak hradi poplatek po udeleni patentu?	31
836	jak se hradi poplatek po udeleni patentu?	31
837	jaky  plati poplatek po udeleni patentu?	31
838	jaky se  plati poplatek po udeleni patentu?	31
839	ktery  plati poplatek po udeleni patentu?	31
840	ktery se  plati poplatek po udeleni patentu?	31
841	jak  plati poplatek po udeleni patentu?	31
842	jak se plati poplatek po udeleni patentu?	31
843	jaky  mam zaplatit poplatek po udeleni patentu?	31
844	jaky se  mam zaplatit poplatek po udeleni patentu?	31
845	ktery  mam zaplatit poplatek po udeleni patentu?	31
846	ktery se  mam zaplatit poplatek po udeleni patentu?	31
847	jak  mam zaplatit poplatek po udeleni patentu?	31
848	jak se mam zaplatit poplatek po udeleni patentu?	31
849	jaky  zaplatit poplatek po udeleni patentu?	31
850	jaky se  zaplatit poplatek po udeleni patentu?	31
851	ktery  zaplatit poplatek po udeleni patentu?	31
852	ktery se  zaplatit poplatek po udeleni patentu?	31
853	jak  zaplatit poplatek po udeleni patentu?	31
854	jak se zaplatit poplatek po udeleni patentu?	31
855	jaky  uhradit poplatek po udeleni patentu?	31
856	jaky se  uhradit poplatek po udeleni patentu?	31
857	ktery  uhradit poplatek po udeleni patentu?	31
858	ktery se  uhradit poplatek po udeleni patentu?	31
859	jak  uhradit poplatek po udeleni patentu?	31
860	jak se uhradit poplatek po udeleni patentu?	31
861	moznosti platby udrzovaciho poplatku	31
862	variabilni symbol pri platbe udrzovaciho poplatku	31
863	informace o platbe poplatku za udeleny patent	31
864	informace o platbe poplatku za udeleny vynalez	31
865	udrzovani patentu v platnosti	31
866	udrzovaci poplatek za patent	31
867	jak dlouho trva zpracovani patentove reserse?	32
868	expresni patentove reserse	32
869	poskytuje urad rychlou patentovou resersi?	32
870	provadi urad rychlou patentovou resersi?	32
871	dela urad rychlou patentovou resersi?	32
872	provadite rychlou patentovou resersi?	32
873	delate rychlou patentovou resersi?	32
874	poskytujete rychlou patentovou resersi?	32
875	poskytuje urad  expresni patentovou resersi?	32
876	provadi urad  expresni patentovou resersi?	32
877	dela urad  expresni patentovou resersi?	32
878	provadite  expresni patentovou resersi?	32
879	delate  expresni patentovou resersi?	32
880	poskytujete expresni patentovou resersi?	32
881	doba zpracovani patentove reserse	32
882	doba zpracovani reserse patentu uradem	32
883	existuje zpusob, jak urychlit patentovou resersi?	32
884	jak dlouho obvykle trva, nez obdrzim vysledky patentove reserse?	32
885	jak dlouho obvykle trva, nez dostanu vysledky patentove reserse?	32
886	poskytuje urad sluzby expresnich patentovych resersi?	32
887	provadi urad sluzby expresnich patentovych resersi?	32
888	dela urad sluzby expresnich patentovych resersi?	32
889	provadite sluzby expresnich patentovych resersi?	32
890	delate sluzby expresnich patentovych resersi?	32
891	poskytujete sluzby expresnich patentovych resersi?	32
892	v cem je rozdil mezi patentem a uzitnym vzorem?	33
893	jaky je rozdil mezi patentem a uzitnym vzorem?	33
894	vysvetli rozdil mezi patentem a uzitnym vzorem?	33
895	povez mi rozdil mezi patentem a uzitnym vzorem?	33
896	rekni mi rozdil mezi patentem a uzitnym vzorem?	33
897	rekni mi, jaky je rozdil mezi patentem a uzitnym vzorem?	33
898	jak se lisi patenty a uzitne vzory ?	33
899	cim se lisi patenty a uzitne vzory ?	33
900	jak se lisi patenty od uzitnych vzoru?	33
901	cim se lisi patenty od uzitnych vzoru?	33
902	jak se lisi patent a uzitny vzor ?	33
903	cim se lisi patent a uzitny vzor ?	33
904	jak se lisi patent od uzitneho vzoru?	33
905	cim se lisi patent od uzitneho vzoru?	33
906	co lze chranit patentem a co uzitnym vzorem?	33
907	co je mozne chranit patentem a co uzitnym vzorem?	33
908	co se muze chranit patentem a co uzitnym vzorem?	33
909	mohou byt ochraneny stejne veci patenty a uzitnymi vzory?	33
910	co znamena, ze uzitny vzor je zapsan na zaklade registracniho principu?	33
911	co je registracni princip u uzitneho vzoru?	33
912	co znamena registracni princip u uzitneho vzoru?	33
913	kdy je lepsi zvolit ochranu pomoci uzitneho vzoru?	33
914	kdy je vyhodnejsi zvolit ochranu pomoci uzitneho vzoru?	33
915	kdy je lepsi zvolit uzitny vzor?	33
916	kdy je vyhodnejsi zvolit uzitny vzor?	33
917	kdy je vhodnejsi zvolit uzitny vzor?	33
918	kdy je idealni zvolit uzitny vzor?	33
919	pro co je idealni ochrana uzitnym vzorem?	33
920	pro jake objekty je idealni ochrana uzitnym vzorem?	33
921	pro jake predmety je idealni ochrana uzitnym vzorem?	33
922	pro co je lepsi ochrana uzitnym vzorem?	33
923	pro jake objekty je lepsi ochrana uzitnym vzorem?	33
924	pro jake predmety je lepsi ochrana uzitnym vzorem?	33
925	pro co je vhodnejsi ochrana uzitnym vzorem?	33
926	pro jake objekty je vhodnejsi ochrana uzitnym vzorem?	33
927	pro jake predmety je vhodnejsi ochrana uzitnym vzorem?	33
928	rozdil v nakladech na patent a uzitny vzor	33
929	jak dlouho plati patent a jak dlouho uzitny vzor?	33
930	jak dlouho muze platit patent a jak dlouho uzitny vzor?	33
931	proc bych mel zvolit ochranu uzitnym vzorem namisto patentu?	33
932	co je uzitny vzor?	34
933	jake jsou vyhody zapisu uzitneho vzoru oproti patentu?	34
934	definice uzitneho vzoru	34
935	co se da chranit uzitnym vzorem?	34
936	co lze chranit uzitnym vzorem?	34
937	co je mozne chranit uzitnym vzorem?	34
938	jsou predmety chranitelne patentem a uzitnym vzorem srovnatelne?	34
939	jak dlouho trva zapis uzitneho vzoru?	34
940	za jak dlouho je uzitny vzor zapsan do rejstriku?	34
941	jsou ucinky zapisu uzitneho vzoru stejne jako u patentu?	34
942	jsou ucinky zapisu uzitneho vzoru srovnatelne jako u patentu?	34
943	jak  lze provest resersi uzitnych vzoru?	35
944	kde lze provest resersi uzitnych vzoru?	35
945	jak  muzu provest resersi uzitnych vzoru?	35
946	kde muzu provest resersi uzitnych vzoru?	35
947	jak  mohu provest resersi uzitnych vzoru?	35
948	kde mohu provest resersi uzitnych vzoru?	35
949	jak  se muze provest resersi uzitnych vzoru?	35
950	kde se muze provest resersi uzitnych vzoru?	35
951	jak  lze  udelat resersi uzitnych vzoru?	35
952	kde lze  udelat resersi uzitnych vzoru?	35
953	jak  muzu  udelat resersi uzitnych vzoru?	35
954	kde muzu  udelat resersi uzitnych vzoru?	35
955	jak  mohu  udelat resersi uzitnych vzoru?	35
956	kde mohu  udelat resersi uzitnych vzoru?	35
957	jak  se muze udelat resersi uzitnych vzoru?	35
958	kde se muze udelat resersi uzitnych vzoru?	35
959	jak  lze  provedu resersi uzitnych vzoru?	35
960	kde lze  provedu resersi uzitnych vzoru?	35
961	jak  muzu  provedu resersi uzitnych vzoru?	35
962	kde muzu  provedu resersi uzitnych vzoru?	35
963	jak  mohu  provedu resersi uzitnych vzoru?	35
964	kde mohu  provedu resersi uzitnych vzoru?	35
965	jak  se muze provedu resersi uzitnych vzoru?	35
966	kde se muze provedu resersi uzitnych vzoru?	35
967	jak  lze  udelam resersi uzitnych vzoru?	35
968	kde lze  udelam resersi uzitnych vzoru?	35
969	jak  muzu  udelam resersi uzitnych vzoru?	35
970	kde muzu  udelam resersi uzitnych vzoru?	35
971	jak  mohu  udelam resersi uzitnych vzoru?	35
972	kde mohu  udelam resersi uzitnych vzoru?	35
973	jak  se muze udelam resersi uzitnych vzoru?	35
974	kde se muze udelam resersi uzitnych vzoru?	35
975	objednavka reserse uzitnych vzoru	35
976	reserse uzitnych vzoru	35
977	jaky je postup objednani resersnich sluzeb pro uzitne vzory uradu?	35
978	jak podat objednavku reserse uzitnych vzoru u uradu?	35
979	kde podat objednavku reserse uzitnych vzoru u uradu?	35
980	jak  objednat resersi uzitnych vzoru u uradu?	35
981	kde objednat resersi uzitnych vzoru u uradu?	35
982	za jak dlouho je hotova reserse uzitnych vzoru?	35
983	jak dlouho trva reserse uzitnych vzoru?	35
984	expresni resersni sluzby uzitnych vzoru	35
985	8.resersni sluzby uradu k uzitnym vzorum	35
986	8.resersni sluzby uradu pro uzitne vzory	35
987	reserse uzitnych vzoru uradem	35
988	jak  provest resersi uzitnych vzoru?	35
989	jakym zpusobem  provest resersi uzitnych vzoru?	35
990	jak  muzu provest resersi uzitnych vzoru?	35
991	jakym zpusobem muzu provest resersi uzitnych vzoru?	35
992	jak  lze provest resersi uzitnych vzoru?	35
993	jakym zpusobem lze provest resersi uzitnych vzoru?	35
994	jak  mam provest resersi uzitnych vzoru?	35
995	jakym zpusobem mam provest resersi uzitnych vzoru?	35
996	jak  mohu provest resersi uzitnych vzoru?	35
997	jakym zpusobem mohu provest resersi uzitnych vzoru?	35
998	poplatek za podani prihlasky uzitneho vzoru	36
999	poplatek za prihlasku uzitneho vzoru	36
1000	kolik stoji podani prihlasky uzitneho vzoru?	36
1001	kolik stoji prihlaska uzitneho vzoru?	36
1002	kolik stoji prihlaseni uzitneho vzoru?	36
1003	sleva na spravni poplatek pri podani prihlasky uzitneho vzoru elektronicky	36
1004	sleva na spravni poplatek pri elektronickem podani prihlasky uzitneho vzoru	36
1005	moznosti zaplaceni spravniho poplatku za podani prihlasky uzitneho vzoru	36
1006	poplatek za prodlouzeni platnosti zapisu uzitneho vzoru	36
1007	poplatek za prodlouzeni platnosti uzitneho vzoru	36
1008	jak mohu prodlouzit platnost zapisu uzitneho vzoru?	36
1009	jakym zpusobem mohu prodlouzit platnost zapisu uzitneho vzoru?	36
1010	jak  muzu prodlouzit platnost zapisu uzitneho vzoru?	36
1011	jakym zpusobem muzu prodlouzit platnost zapisu uzitneho vzoru?	36
1012	jak  mam prodlouzit platnost zapisu uzitneho vzoru?	36
1013	jakym zpusobem mam prodlouzit platnost zapisu uzitneho vzoru?	36
1014	doba platnosti zapisu uzitneho vzoru	36
1015	maximalni doba platnosti zapisu uzitneho vzoru	36
1016	obnova platnosti uzitneho vzoru	36
1017	formular pro obnovu platnosti uzitneho vzoru	36
1018	formular prodlouzei platnosti uzitneho vzoru	36
1019	kde se mohu podivat na souhrnnou informaci o poplatcich?	37
1020	kde najdu souhrnnou informaci o poplatcich?	37
1021	prehled vsech poplatku	37
1022	sazebnik uhrad nakladu	37
1023	kde na webu upv jsou informace o poplatcich?	37
1024	souhrn poplatku	37
1025	souhrn spravnch poplatku	37
1026	prehled poplatku	37
1027	obecne o poplatcich	37
1028	cenik	37
1029	muzete mi sdelit , kde najdu prehled poplatku?	37
1030	muzete mi rict , kde najdu prehled poplatku?	37
1031	muzete mi dat odkaz, kde najdu prehled poplatku?	37
1032	jak mohu dohledat sazebnik uhrad nakladu?	37
1033	kde mohu najit informace o cenach ?	37
1034	kde mohu najit informace o poplatcich?	37
1035	kde mohu najit prehled vsech poplatku na webu upv?	37
1036	kde muzu najit prehled vsech poplatku na webu upv?	37
1037	kde najdu prehled vsech poplatku na webu upv?	37
1038	kde je prehled vsech poplatku na webu upv?	37
1039	moznosti uhrady poplatku	38
1040	moznosti uhrady poplatku obecne	38
1041	mohu poplatky uhradit v hotovosti na pokladne uradu?	38
1042	lze poplatky uhradit v hotovosti na pokladne uradu?	38
1043	muzu poplatky uhradit v hotovosti na pokladne uradu?	38
1044	je mozne poplatky uhradit v hotovosti na pokladne uradu?	38
1045	co kdyz chci poplatky uhradit v hotovosti na pokladne uradu?	38
1046	mohu poplatky zaplatit v hotovosti na pokladne uradu?	38
1047	lze poplatky zaplatit v hotovosti na pokladne uradu?	38
1048	muzu poplatky zaplatit v hotovosti na pokladne uradu?	38
1049	je mozne poplatky zaplatit v hotovosti na pokladne uradu?	38
1050	co kdyz chci poplatky zaplatit v hotovosti na pokladne uradu?	38
1051	mohu mozne poplatky zaplatit bankovnim prevodem?	38
1052	lze mozne poplatky zaplatit bankovnim prevodem?	38
1053	muzu mozne poplatky zaplatit bankovnim prevodem?	38
1054	je mozne mozne poplatky zaplatit bankovnim prevodem?	38
1055	co kdyz chci mozne poplatky zaplatit bankovnim prevodem?	38
1056	mohu poplatky uhradit slozenkou?	38
1057	lze poplatky uhradit slozenkou?	38
1058	muzu poplatky uhradit slozenkou?	38
1059	je mozne poplatky uhradit slozenkou?	38
1060	co kdyz chci poplatky uhradit slozenkou?	38
1061	mohu  poplatek zaplatit kolky?	38
1062	lze  poplatek zaplatit kolky?	38
1063	muzu  poplatek zaplatit kolky?	38
1064	je mozne  poplatek zaplatit kolky?	38
1065	co kdyz chci poplatek zaplatit kolky?	38
1066	informace o vysi poplatku	38
1067	informace o platbe poukazkou, platbe kauce a platbach do evropskeho patentoveho uradu	38
1068	jake jsou podminky prijimani dokumentu na podatelne uradu?	38
1069	kde se mohu informovat o provozu podatelny uradu?	38
1070	informace o provozu podatelny	38
1071	format variabilniho symbolu pro platbu poplatku uradu	39
1072	jak je vytvaren variabilni symbol, kdyz je podani odesilano elektronicky?	39
1073	jake pravidla plati pro tvorbu variabilniho symbolu pro platbu poplatku?	39
1074	variabilni symbol pro platbu poplatku pred uradem	39
1075	kde najdu informace o variabilnich symbolech pro platbu poplatku?	39
1076	kde jsou informace o variabilnich symbolech pro platbu poplatku?	39
1077	kde mohu najit informace o variabilnich symbolech pro platbu poplatku?	39
1078	kde muzu najit informace o variabilnich symbolech pro platbu poplatku?	39
